PersonID,PersonName,SchoolID,SchoolName,SchoolCampus,DepartmentName,DepartmentID,BirthDate,StillWorking,JobID,JobTitle,Earnings,EarningsYear
538,Carolyn Finley,9IY5CAJY,University of California,Berkeley,Mathematics,DEPT2,08/16/1999,no,JOB3,Administrator,45643,2021
539,Jennifer Cruz,W4IF601B,University of Texas,San Antonio,Mechanical Engineering,DEPT10,11/30/1966,yes,JOB8,Analyst,49645,2016
539,Jennifer Cruz,W4IF601B,University of Texas,San Antonio,Mechanical Engineering,DEPT10,11/30/1966,no,JOB5,Engineer,151696,2018
539,Jennifer Cruz,W4IF601B,University of Texas,San Antonio,Mechanical Engineering,DEPT10,11/30/1966,no,JOB1,Professor,139658,2012
539,Jennifer Cruz,W4IF601B,University of Texas,San Antonio,Mechanical Engineering,DEPT10,11/30/1966,no,JOB3,Administrator,311452,2011
540,Aaron Robinson,0C49O115,University of Massachusetts,Boston,Mathematics,DEPT2,03/01/1980,no,JOB2,Lecturer,215264,2016
540,Aaron Robinson,0C49O115,University of Massachusetts,Boston,Mathematics,DEPT2,03/01/1980,no,JOB5,Engineer,97745,2011
540,Aaron Robinson,0C49O115,University of Massachusetts,Boston,Mathematics,DEPT2,03/01/1980,no,JOB8,Analyst,233686,2014
540,Aaron Robinson,0C49O115,University of Massachusetts,Boston,Mathematics,DEPT2,03/01/1980,no,JOB3,Administrator,290133,2010
541,Richard Garner,9IY5CAJY,University of California,Santa Barbara,Mathematics,DEPT2,03/28/1965,no,JOB5,Engineer,186016,2012
541,Richard Garner,9IY5CAJY,University of California,Santa Barbara,Mathematics,DEPT2,03/28/1965,no,JOB4,Coordinator,417940,2018
541,Richard Garner,9IY5CAJY,University of California,Santa Barbara,Mathematics,DEPT2,03/28/1965,no,JOB6,Researcher,349139,2017
541,Richard Garner,9IY5CAJY,University of California,Santa Barbara,Mathematics,DEPT2,03/28/1965,no,JOB6,Researcher,279421,2014
542,Lori Robinson,W4IF601B,University of Texas,Dallas,Mechanical Engineering,DEPT10,08/12/1979,yes,JOB6,Researcher,352263,2015
543,Sylvia Smith,9IY5CAJY,University of California,Santa Barbara,Mathematics,DEPT2,10/31/1984,no,JOB1,Professor,247963,2019
544,Jasmine Brady,VL3Y2W3Z,University of Florida,Miami,Electrical Engineering,DEPT8,05/06/1987,no,JOB2,Lecturer,220504,2014
544,Jasmine Brady,VL3Y2W3Z,University of Florida,Miami,Electrical Engineering,DEPT8,05/06/1987,no,JOB4,Coordinator,335397,2020
544,Jasmine Brady,VL3Y2W3Z,University of Florida,Miami,Electrical Engineering,DEPT8,05/06/1987,no,JOB3,Administrator,313073,2018
545,Clarence Small,VL3Y2W3Z,University of Florida,Gainesville,Electrical Engineering,DEPT8,04/25/1969,no,JOB6,Researcher,377620,2011
545,Clarence Small,VL3Y2W3Z,University of Florida,Gainesville,Electrical Engineering,DEPT8,04/25/1969,no,JOB7,Scientist,253751,2016
545,Clarence Small,VL3Y2W3Z,University of Florida,Gainesville,Electrical Engineering,DEPT8,04/25/1969,no,JOB2,Lecturer,297756,2019
545,Clarence Small,VL3Y2W3Z,University of Florida,Gainesville,Electrical Engineering,DEPT8,04/25/1969,no,JOB3,Administrator,51588,2010
546,Richard Lawrence,9IY5CAJY,University of California,Los Angeles,Mathematics,DEPT2,09/28/1994,no,JOB4,Coordinator,43427,2016
546,Richard Lawrence,9IY5CAJY,University of California,Los Angeles,Mathematics,DEPT2,09/28/1994,no,JOB8,Analyst,436895,2015
547,Sara Pierce,LT5LBTSV,University of Illinois,Urbana-Champaign,Humanities,DEPT6,10/28/1976,no,JOB3,Administrator,209390,2015
548,Sarah Bean,W4IF601B,University of Texas,Austin,Mechanical Engineering,DEPT10,09/21/1984,no,JOB8,Analyst,393841,2022
548,Sarah Bean,W4IF601B,University of Texas,Austin,Mechanical Engineering,DEPT10,09/21/1984,no,JOB1,Professor,417841,2016
548,Sarah Bean,W4IF601B,University of Texas,Austin,Mechanical Engineering,DEPT10,09/21/1984,no,JOB4,Coordinator,95701,2011
548,Sarah Bean,W4IF601B,University of Texas,Austin,Mechanical Engineering,DEPT10,09/21/1984,no,JOB3,Administrator,308772,2015
548,Sarah Bean,W4IF601B,University of Texas,Austin,Mechanical Engineering,DEPT10,09/21/1984,no,JOB7,Scientist,228258,2015
549,Patrick Williams,W4IF601B,University of Texas,Dallas,Mechanical Engineering,DEPT10,11/27/1988,no,JOB6,Researcher,141416,2013
549,Patrick Williams,W4IF601B,University of Texas,Dallas,Mechanical Engineering,DEPT10,11/27/1988,no,JOB2,Lecturer,216104,2022
549,Patrick Williams,W4IF601B,University of Texas,Dallas,Mechanical Engineering,DEPT10,11/27/1988,no,JOB6,Researcher,90174,2020
550,Emily Jackson DVM,W4IF601B,University of Texas,Dallas,Mechanical Engineering,DEPT10,02/29/1956,yes,JOB4,Coordinator,294034,2021
550,Emily Jackson DVM,W4IF601B,University of Texas,Dallas,Mechanical Engineering,DEPT10,02/29/1956,no,JOB2,Lecturer,159787,2011
550,Emily Jackson DVM,W4IF601B,University of Texas,Dallas,Mechanical Engineering,DEPT10,02/29/1956,no,JOB8,Analyst,430781,2015
550,Emily Jackson DVM,W4IF601B,University of Texas,Dallas,Mechanical Engineering,DEPT10,02/29/1956,no,JOB3,Administrator,260930,2010
550,Emily Jackson DVM,W4IF601B,University of Texas,Dallas,Mechanical Engineering,DEPT10,02/29/1956,no,JOB6,Researcher,364248,2011
551,Jodi Benson,9IY5CAJY,University of California,Los Angeles,Mathematics,DEPT2,08/23/1984,no,JOB1,Professor,190053,2021
551,Jodi Benson,9IY5CAJY,University of California,Los Angeles,Mathematics,DEPT2,08/23/1984,no,JOB2,Lecturer,441696,2016
551,Jodi Benson,9IY5CAJY,University of California,Los Angeles,Mathematics,DEPT2,08/23/1984,no,JOB4,Coordinator,138940,2014
551,Jodi Benson,9IY5CAJY,University of California,Los Angeles,Mathematics,DEPT2,08/23/1984,no,JOB6,Researcher,162522,2010
552,Scott Jackson,0C49O115,University of Massachusetts,Lowell,Mathematics,DEPT2,10/02/1978,no,JOB7,Scientist,321882,2018
552,Scott Jackson,0C49O115,University of Massachusetts,Lowell,Mathematics,DEPT2,10/02/1978,no,JOB5,Engineer,417841,2021
552,Scott Jackson,0C49O115,University of Massachusetts,Lowell,Mathematics,DEPT2,10/02/1978,no,JOB6,Researcher,270387,2022
552,Scott Jackson,0C49O115,University of Massachusetts,Lowell,Mathematics,DEPT2,10/02/1978,no,JOB8,Analyst,384160,2020
552,Scott Jackson,0C49O115,University of Massachusetts,Lowell,Mathematics,DEPT2,10/02/1978,no,JOB8,Analyst,278918,2012
553,Chelsea Silva,9IY5CAJY,University of California,Davis,Mathematics,DEPT2,11/26/1966,no,JOB6,Researcher,439411,2014
553,Chelsea Silva,9IY5CAJY,University of California,Davis,Mathematics,DEPT2,11/26/1966,no,JOB7,Scientist,367311,2015
553,Chelsea Silva,9IY5CAJY,University of California,Davis,Mathematics,DEPT2,11/26/1966,no,JOB1,Professor,364383,2019
553,Chelsea Silva,9IY5CAJY,University of California,Davis,Mathematics,DEPT2,11/26/1966,no,JOB7,Scientist,122038,2019
554,Howard Lewis,9IY5CAJY,University of California,Santa Barbara,Mathematics,DEPT2,11/07/1985,no,JOB7,Scientist,134090,2010
555,Lindsey Holden,LT5LBTSV,University of Illinois,Springfield,Humanities,DEPT6,06/17/1973,no,JOB2,Lecturer,97745,2015
555,Lindsey Holden,LT5LBTSV,University of Illinois,Springfield,Humanities,DEPT6,06/17/1973,no,JOB7,Scientist,216104,2017
555,Lindsey Holden,LT5LBTSV,University of Illinois,Springfield,Humanities,DEPT6,06/17/1973,no,JOB7,Scientist,90174,2022
555,Lindsey Holden,LT5LBTSV,University of Illinois,Springfield,Humanities,DEPT6,06/17/1973,no,JOB8,Analyst,219194,2017
556,David Moore,W4IF601B,University of Texas,Houston,Mechanical Engineering,DEPT10,08/08/1985,yes,JOB6,Researcher,65429,2021
557,David Jones,VL3Y2W3Z,University of Florida,Tampa,Electrical Engineering,DEPT8,04/14/1997,yes,JOB6,Researcher,206643,2017
557,David Jones,VL3Y2W3Z,University of Florida,Tampa,Electrical Engineering,DEPT8,04/14/1997,no,JOB4,Coordinator,438324,2013
557,David Jones,VL3Y2W3Z,University of Florida,Tampa,Electrical Engineering,DEPT8,04/14/1997,no,JOB6,Researcher,46143,2018
557,David Jones,VL3Y2W3Z,University of Florida,Tampa,Electrical Engineering,DEPT8,04/14/1997,no,JOB2,Lecturer,314245,2018
558,Julie Medina,0C49O115,University of Massachusetts,Boston,Mathematics,DEPT2,05/31/1999,no,JOB7,Scientist,299377,2013
558,Julie Medina,0C49O115,University of Massachusetts,Boston,Mathematics,DEPT2,05/31/1999,no,JOB6,Researcher,406392,2017
558,Julie Medina,0C49O115,University of Massachusetts,Boston,Mathematics,DEPT2,05/31/1999,no,JOB2,Lecturer,146474,2015
558,Julie Medina,0C49O115,University of Massachusetts,Boston,Mathematics,DEPT2,05/31/1999,no,JOB3,Administrator,240716,2017
559,Cynthia Griffith,0C49O115,University of Massachusetts,Lowell,Mathematics,DEPT2,12/23/1962,no,JOB4,Coordinator,230680,2011
559,Cynthia Griffith,0C49O115,University of Massachusetts,Lowell,Mathematics,DEPT2,12/23/1962,no,JOB8,Analyst,449818,2019
560,Gabrielle Moss,0C49O115,University of Massachusetts,Dartmouth,Mathematics,DEPT2,01/01/1963,yes,JOB3,Administrator,161021,2017
561,Kelly Wiggins,9IY5CAJY,University of California,Los Angeles,Mathematics,DEPT2,10/29/1988,yes,JOB1,Professor,279421,2017
562,Mrs. Danielle Townsend DVM,9IY5CAJY,University of California,Santa Barbara,Mathematics,DEPT2,04/02/2000,yes,JOB7,Scientist,180103,2017
562,Mrs. Danielle Townsend DVM,9IY5CAJY,University of California,Santa Barbara,Mathematics,DEPT2,04/02/2000,no,JOB2,Lecturer,347954,2022
562,Mrs. Danielle Townsend DVM,9IY5CAJY,University of California,Santa Barbara,Mathematics,DEPT2,04/02/2000,no,JOB6,Researcher,349642,2021
562,Mrs. Danielle Townsend DVM,9IY5CAJY,University of California,Santa Barbara,Mathematics,DEPT2,04/02/2000,no,JOB6,Researcher,89584,2012
563,Vanessa Coleman,VL3Y2W3Z,University of Florida,Orlando,Electrical Engineering,DEPT8,10/19/1974,no,JOB8,Analyst,412164,2014
563,Vanessa Coleman,VL3Y2W3Z,University of Florida,Orlando,Electrical Engineering,DEPT8,10/19/1974,no,JOB4,Coordinator,47672,2015
563,Vanessa Coleman,VL3Y2W3Z,University of Florida,Orlando,Electrical Engineering,DEPT8,10/19/1974,no,JOB2,Lecturer,392730,2022
563,Vanessa Coleman,VL3Y2W3Z,University of Florida,Orlando,Electrical Engineering,DEPT8,10/19/1974,no,JOB4,Coordinator,257801,2010
563,Vanessa Coleman,VL3Y2W3Z,University of Florida,Orlando,Electrical Engineering,DEPT8,10/19/1974,no,JOB5,Engineer,98132,2012
564,Lisa Smith,VL3Y2W3Z,University of Florida,Gainesville,Electrical Engineering,DEPT8,07/27/1979,yes,JOB7,Scientist,288611,2020
565,Bruce Gregory,VL3Y2W3Z,University of Florida,Orlando,Electrical Engineering,DEPT8,08/07/1961,no,JOB4,Coordinator,161725,2017
565,Bruce Gregory,VL3Y2W3Z,University of Florida,Orlando,Electrical Engineering,DEPT8,08/07/1961,no,JOB5,Engineer,265888,2017
565,Bruce Gregory,VL3Y2W3Z,University of Florida,Orlando,Electrical Engineering,DEPT8,08/07/1961,no,JOB3,Administrator,219588,2021
565,Bruce Gregory,VL3Y2W3Z,University of Florida,Orlando,Electrical Engineering,DEPT8,08/07/1961,no,JOB7,Scientist,339992,2013
565,Bruce Gregory,VL3Y2W3Z,University of Florida,Orlando,Electrical Engineering,DEPT8,08/07/1961,no,JOB5,Engineer,430781,2019
566,Alicia Allen,9IY5CAJY,University of California,Los Angeles,Mathematics,DEPT2,02/13/1997,no,JOB1,Professor,43427,2011
566,Alicia Allen,9IY5CAJY,University of California,Los Angeles,Mathematics,DEPT2,02/13/1997,no,JOB3,Administrator,334894,2022
566,Alicia Allen,9IY5CAJY,University of California,Los Angeles,Mathematics,DEPT2,02/13/1997,no,JOB7,Scientist,299954,2010
566,Alicia Allen,9IY5CAJY,University of California,Los Angeles,Mathematics,DEPT2,02/13/1997,no,JOB7,Scientist,69374,2015
566,Alicia Allen,9IY5CAJY,University of California,Los Angeles,Mathematics,DEPT2,02/13/1997,no,JOB3,Administrator,206861,2020
567,Victoria Stevens,VL3Y2W3Z,University of Florida,Tampa,Electrical Engineering,DEPT8,03/16/1987,no,JOB3,Administrator,415318,2021
567,Victoria Stevens,VL3Y2W3Z,University of Florida,Tampa,Electrical Engineering,DEPT8,03/16/1987,no,JOB3,Administrator,318974,2015
567,Victoria Stevens,VL3Y2W3Z,University of Florida,Tampa,Electrical Engineering,DEPT8,03/16/1987,no,JOB2,Lecturer,240032,2015
567,Victoria Stevens,VL3Y2W3Z,University of Florida,Tampa,Electrical Engineering,DEPT8,03/16/1987,no,JOB6,Researcher,66768,2021
568,Bailey Weeks,9IY5CAJY,University of California,Los Angeles,Mathematics,DEPT2,09/29/1988,no,JOB4,Coordinator,72024,2012
568,Bailey Weeks,9IY5CAJY,University of California,Los Angeles,Mathematics,DEPT2,09/29/1988,no,JOB2,Lecturer,116487,2021
569,Carla Wright,0C49O115,University of Massachusetts,Lowell,Mathematics,DEPT2,11/16/1967,no,JOB3,Administrator,449818,2012
570,Steven Leon,LT5LBTSV,University of Illinois,Springfield,Humanities,DEPT6,09/18/1973,no,JOB7,Scientist,363031,2015
571,Sarah Clements,LT5LBTSV,University of Illinois,Urbana-Champaign,Humanities,DEPT6,10/28/1989,no,JOB8,Analyst,390281,2012
572,Megan Mcgee,9IY5CAJY,University of California,Davis,Mathematics,DEPT2,10/25/1958,no,JOB4,Coordinator,167688,2010
573,Herbert Delgado,W4IF601B,University of Texas,San Antonio,Mechanical Engineering,DEPT10,12/14/1994,no,JOB6,Researcher,341242,2011
573,Herbert Delgado,W4IF601B,University of Texas,San Antonio,Mechanical Engineering,DEPT10,12/14/1994,no,JOB7,Scientist,270165,2020
574,Ashley Wheeler,LT5LBTSV,University of Illinois,Springfield,Humanities,DEPT6,06/25/1964,yes,JOB2,Lecturer,169357,2010
574,Ashley Wheeler,LT5LBTSV,University of Illinois,Springfield,Humanities,DEPT6,06/25/1964,no,JOB4,Coordinator,211865,2022
574,Ashley Wheeler,LT5LBTSV,University of Illinois,Springfield,Humanities,DEPT6,06/25/1964,no,JOB7,Scientist,220409,2022
575,Julie Ellis,0C49O115,University of Massachusetts,Dartmouth,Mathematics,DEPT2,04/24/1989,no,JOB3,Administrator,141223,2019
575,Julie Ellis,0C49O115,University of Massachusetts,Dartmouth,Mathematics,DEPT2,04/24/1989,no,JOB8,Analyst,421108,2013
576,Kevin Mathis,VL3Y2W3Z,University of Florida,Orlando,Electrical Engineering,DEPT8,08/09/1960,no,JOB5,Engineer,169357,2010
576,Kevin Mathis,VL3Y2W3Z,University of Florida,Orlando,Electrical Engineering,DEPT8,08/09/1960,no,JOB4,Coordinator,338795,2015
577,Joseph Alexander,9IY5CAJY,University of California,Berkeley,Mathematics,DEPT2,07/12/1993,no,JOB8,Analyst,161021,2014
577,Joseph Alexander,9IY5CAJY,University of California,Berkeley,Mathematics,DEPT2,07/12/1993,no,JOB2,Lecturer,406483,2012
577,Joseph Alexander,9IY5CAJY,University of California,Berkeley,Mathematics,DEPT2,07/12/1993,no,JOB7,Scientist,255158,2022
578,Hunter Bryant,VL3Y2W3Z,University of Florida,Gainesville,Electrical Engineering,DEPT8,01/22/1996,no,JOB8,Analyst,228258,2014
578,Hunter Bryant,VL3Y2W3Z,University of Florida,Gainesville,Electrical Engineering,DEPT8,01/22/1996,no,JOB8,Analyst,282836,2021
578,Hunter Bryant,VL3Y2W3Z,University of Florida,Gainesville,Electrical Engineering,DEPT8,01/22/1996,no,JOB2,Lecturer,440344,2012
578,Hunter Bryant,VL3Y2W3Z,University of Florida,Gainesville,Electrical Engineering,DEPT8,01/22/1996,no,JOB1,Professor,151587,2016
578,Hunter Bryant,VL3Y2W3Z,University of Florida,Gainesville,Electrical Engineering,DEPT8,01/22/1996,no,JOB6,Researcher,56454,2010
579,Lauren Smith,9IY5CAJY,University of California,Davis,Mathematics,DEPT2,07/16/1955,no,JOB5,Engineer,441867,2019
579,Lauren Smith,9IY5CAJY,University of California,Davis,Mathematics,DEPT2,07/16/1955,no,JOB8,Analyst,308772,2022
579,Lauren Smith,9IY5CAJY,University of California,Davis,Mathematics,DEPT2,07/16/1955,no,JOB6,Researcher,266899,2014
579,Lauren Smith,9IY5CAJY,University of California,Davis,Mathematics,DEPT2,07/16/1955,no,JOB8,Analyst,249901,2010
579,Lauren Smith,9IY5CAJY,University of California,Davis,Mathematics,DEPT2,07/16/1955,no,JOB5,Engineer,311452,2014
580,Kristy Garcia,0C49O115,University of Massachusetts,Dartmouth,Mathematics,DEPT2,01/05/1976,no,JOB3,Administrator,100018,2014
581,Dana Campbell,9IY5CAJY,University of California,Berkeley,Mathematics,DEPT2,04/02/1991,no,JOB4,Coordinator,420936,2017
581,Dana Campbell,9IY5CAJY,University of California,Berkeley,Mathematics,DEPT2,04/02/1991,no,JOB2,Lecturer,342101,2011
581,Dana Campbell,9IY5CAJY,University of California,Berkeley,Mathematics,DEPT2,04/02/1991,no,JOB8,Analyst,160466,2012
581,Dana Campbell,9IY5CAJY,University of California,Berkeley,Mathematics,DEPT2,04/02/1991,no,JOB7,Scientist,433498,2014
581,Dana Campbell,9IY5CAJY,University of California,Berkeley,Mathematics,DEPT2,04/02/1991,no,JOB3,Administrator,63926,2020
582,Jennifer Collins,LT5LBTSV,University of Illinois,Chicago,Humanities,DEPT6,10/17/1993,no,JOB6,Researcher,268534,2013
582,Jennifer Collins,LT5LBTSV,University of Illinois,Chicago,Humanities,DEPT6,10/17/1993,no,JOB7,Scientist,341456,2017
582,Jennifer Collins,LT5LBTSV,University of Illinois,Chicago,Humanities,DEPT6,10/17/1993,no,JOB7,Scientist,150870,2016
582,Jennifer Collins,LT5LBTSV,University of Illinois,Chicago,Humanities,DEPT6,10/17/1993,no,JOB2,Lecturer,268004,2018
582,Jennifer Collins,LT5LBTSV,University of Illinois,Chicago,Humanities,DEPT6,10/17/1993,no,JOB3,Administrator,406392,2013
583,Ryan Johnson,9IY5CAJY,University of California,Santa Barbara,Mathematics,DEPT2,03/09/1978,yes,JOB1,Professor,41987,2011
583,Ryan Johnson,9IY5CAJY,University of California,Santa Barbara,Mathematics,DEPT2,03/09/1978,no,JOB5,Engineer,100018,2014
584,Donald Harrington,VL3Y2W3Z,University of Florida,Orlando,Electrical Engineering,DEPT8,10/31/1976,no,JOB7,Scientist,238325,2020
584,Donald Harrington,VL3Y2W3Z,University of Florida,Orlando,Electrical Engineering,DEPT8,10/31/1976,no,JOB1,Professor,285702,2011
585,Matthew Cline,VL3Y2W3Z,University of Florida,Gainesville,Electrical Engineering,DEPT8,08/13/1965,no,JOB8,Analyst,120471,2012
585,Matthew Cline,VL3Y2W3Z,University of Florida,Gainesville,Electrical Engineering,DEPT8,08/13/1965,no,JOB6,Researcher,428261,2010
585,Matthew Cline,VL3Y2W3Z,University of Florida,Gainesville,Electrical Engineering,DEPT8,08/13/1965,no,JOB7,Scientist,180103,2016
585,Matthew Cline,VL3Y2W3Z,University of Florida,Gainesville,Electrical Engineering,DEPT8,08/13/1965,no,JOB6,Researcher,266213,2012
586,Kevin Price,VL3Y2W3Z,University of Florida,Miami,Electrical Engineering,DEPT8,09/01/1955,no,JOB3,Administrator,146027,2019
586,Kevin Price,VL3Y2W3Z,University of Florida,Miami,Electrical Engineering,DEPT8,09/01/1955,no,JOB1,Professor,84007,2013
586,Kevin Price,VL3Y2W3Z,University of Florida,Miami,Electrical Engineering,DEPT8,09/01/1955,no,JOB4,Coordinator,321570,2014
586,Kevin Price,VL3Y2W3Z,University of Florida,Miami,Electrical Engineering,DEPT8,09/01/1955,no,JOB4,Coordinator,366078,2013
586,Kevin Price,VL3Y2W3Z,University of Florida,Miami,Electrical Engineering,DEPT8,09/01/1955,no,JOB2,Lecturer,230707,2010
587,Erin Graham,W4IF601B,University of Texas,San Antonio,Mechanical Engineering,DEPT10,12/03/1981,yes,JOB4,Coordinator,169357,2017
587,Erin Graham,W4IF601B,University of Texas,San Antonio,Mechanical Engineering,DEPT10,12/03/1981,no,JOB4,Coordinator,391966,2015
587,Erin Graham,W4IF601B,University of Texas,San Antonio,Mechanical Engineering,DEPT10,12/03/1981,no,JOB5,Engineer,161725,2016
587,Erin Graham,W4IF601B,University of Texas,San Antonio,Mechanical Engineering,DEPT10,12/03/1981,no,JOB8,Analyst,306528,2015
588,Shawn Tyler,9IY5CAJY,University of California,Santa Barbara,Mathematics,DEPT2,03/08/1981,no,JOB7,Scientist,401785,2021
588,Shawn Tyler,9IY5CAJY,University of California,Santa Barbara,Mathematics,DEPT2,03/08/1981,no,JOB6,Researcher,384419,2016
588,Shawn Tyler,9IY5CAJY,University of California,Santa Barbara,Mathematics,DEPT2,03/08/1981,no,JOB8,Analyst,279255,2011
589,Gina Munoz,0C49O115,University of Massachusetts,Dartmouth,Mathematics,DEPT2,10/11/1970,no,JOB2,Lecturer,373102,2019
589,Gina Munoz,0C49O115,University of Massachusetts,Dartmouth,Mathematics,DEPT2,10/11/1970,no,JOB6,Researcher,237503,2022
589,Gina Munoz,0C49O115,University of Massachusetts,Dartmouth,Mathematics,DEPT2,10/11/1970,no,JOB8,Analyst,435057,2011
590,Cathy Smith,0C49O115,University of Massachusetts,Boston,Mathematics,DEPT2,09/08/1972,no,JOB5,Engineer,181583,2017
590,Cathy Smith,0C49O115,University of Massachusetts,Boston,Mathematics,DEPT2,09/08/1972,no,JOB2,Lecturer,349642,2013
590,Cathy Smith,0C49O115,University of Massachusetts,Boston,Mathematics,DEPT2,09/08/1972,no,JOB2,Lecturer,166895,2019
591,Luis Jones,9IY5CAJY,University of California,Santa Barbara,Mathematics,DEPT2,07/22/1981,no,JOB4,Coordinator,88457,2011
591,Luis Jones,9IY5CAJY,University of California,Santa Barbara,Mathematics,DEPT2,07/22/1981,no,JOB6,Researcher,68930,2018
591,Luis Jones,9IY5CAJY,University of California,Santa Barbara,Mathematics,DEPT2,07/22/1981,no,JOB2,Lecturer,291469,2021
592,Steven Smith,W4IF601B,University of Texas,Houston,Mechanical Engineering,DEPT10,06/17/1990,no,JOB4,Coordinator,373629,2015
592,Steven Smith,W4IF601B,University of Texas,Houston,Mechanical Engineering,DEPT10,06/17/1990,no,JOB4,Coordinator,266213,2011
592,Steven Smith,W4IF601B,University of Texas,Houston,Mechanical Engineering,DEPT10,06/17/1990,no,JOB7,Scientist,311452,2022
592,Steven Smith,W4IF601B,University of Texas,Houston,Mechanical Engineering,DEPT10,06/17/1990,no,JOB4,Coordinator,238059,2011
592,Steven Smith,W4IF601B,University of Texas,Houston,Mechanical Engineering,DEPT10,06/17/1990,no,JOB2,Lecturer,298088,2011
593,Emily Trevino,VL3Y2W3Z,University of Florida,Orlando,Electrical Engineering,DEPT8,06/11/1998,no,JOB5,Engineer,80773,2022
593,Emily Trevino,VL3Y2W3Z,University of Florida,Orlando,Electrical Engineering,DEPT8,06/11/1998,no,JOB7,Scientist,312714,2013
593,Emily Trevino,VL3Y2W3Z,University of Florida,Orlando,Electrical Engineering,DEPT8,06/11/1998,no,JOB8,Analyst,279421,2012
594,Adam Anderson,0C49O115,University of Massachusetts,Lowell,Mathematics,DEPT2,12/16/1963,no,JOB6,Researcher,291383,2013
594,Adam Anderson,0C49O115,University of Massachusetts,Lowell,Mathematics,DEPT2,12/16/1963,no,JOB5,Engineer,412259,2019
594,Adam Anderson,0C49O115,University of Massachusetts,Lowell,Mathematics,DEPT2,12/16/1963,no,JOB1,Professor,248829,2013
594,Adam Anderson,0C49O115,University of Massachusetts,Lowell,Mathematics,DEPT2,12/16/1963,no,JOB1,Professor,304753,2021
595,Craig Barton,W4IF601B,University of Texas,Dallas,Mechanical Engineering,DEPT10,05/24/1969,no,JOB4,Coordinator,301466,2015
595,Craig Barton,W4IF601B,University of Texas,Dallas,Mechanical Engineering,DEPT10,05/24/1969,no,JOB1,Professor,298088,2012
595,Craig Barton,W4IF601B,University of Texas,Dallas,Mechanical Engineering,DEPT10,05/24/1969,no,JOB4,Coordinator,389514,2021
595,Craig Barton,W4IF601B,University of Texas,Dallas,Mechanical Engineering,DEPT10,05/24/1969,no,JOB5,Engineer,49645,2018
595,Craig Barton,W4IF601B,University of Texas,Dallas,Mechanical Engineering,DEPT10,05/24/1969,no,JOB6,Researcher,395581,2020
596,Chloe Nunez,9IY5CAJY,University of California,Santa Barbara,Mathematics,DEPT2,12/17/1984,no,JOB3,Administrator,144152,2012
597,Joseph Walters,LT5LBTSV,University of Illinois,Chicago,Humanities,DEPT6,02/13/1998,no,JOB6,Researcher,81353,2011
597,Joseph Walters,LT5LBTSV,University of Illinois,Chicago,Humanities,DEPT6,02/13/1998,no,JOB2,Lecturer,327211,2012
597,Joseph Walters,LT5LBTSV,University of Illinois,Chicago,Humanities,DEPT6,02/13/1998,no,JOB6,Researcher,226251,2015
597,Joseph Walters,LT5LBTSV,University of Illinois,Chicago,Humanities,DEPT6,02/13/1998,no,JOB5,Engineer,372899,2021
597,Joseph Walters,LT5LBTSV,University of Illinois,Chicago,Humanities,DEPT6,02/13/1998,no,JOB3,Administrator,426335,2017
598,Susan Gardner,LT5LBTSV,University of Illinois,Springfield,Humanities,DEPT6,04/07/1966,yes,JOB6,Researcher,41987,2013
598,Susan Gardner,LT5LBTSV,University of Illinois,Springfield,Humanities,DEPT6,04/07/1966,no,JOB4,Coordinator,123262,2020
598,Susan Gardner,LT5LBTSV,University of Illinois,Springfield,Humanities,DEPT6,04/07/1966,no,JOB4,Coordinator,284842,2019
598,Susan Gardner,LT5LBTSV,University of Illinois,Springfield,Humanities,DEPT6,04/07/1966,no,JOB1,Professor,114762,2014
599,Angela Wood,LT5LBTSV,University of Illinois,Urbana-Champaign,Humanities,DEPT6,11/09/1980,yes,JOB1,Professor,400117,2016
599,Angela Wood,LT5LBTSV,University of Illinois,Urbana-Champaign,Humanities,DEPT6,11/09/1980,no,JOB5,Engineer,60617,2013
599,Angela Wood,LT5LBTSV,University of Illinois,Urbana-Champaign,Humanities,DEPT6,11/09/1980,no,JOB4,Coordinator,365237,2019
599,Angela Wood,LT5LBTSV,University of Illinois,Urbana-Champaign,Humanities,DEPT6,11/09/1980,no,JOB6,Researcher,363031,2020
600,Anthony Scott,VL3Y2W3Z,University of Florida,Orlando,Electrical Engineering,DEPT8,09/30/1972,no,JOB2,Lecturer,392730,2010
600,Anthony Scott,VL3Y2W3Z,University of Florida,Orlando,Electrical Engineering,DEPT8,09/30/1972,no,JOB1,Professor,100018,2021
600,Anthony Scott,VL3Y2W3Z,University of Florida,Orlando,Electrical Engineering,DEPT8,09/30/1972,no,JOB5,Engineer,53791,2014
601,Elizabeth Orr,LT5LBTSV,University of Illinois,Chicago,Humanities,DEPT6,10/19/1971,yes,JOB6,Researcher,182510,2017
602,Jenna Wilson,VL3Y2W3Z,University of Florida,Tampa,Electrical Engineering,DEPT8,12/27/1982,no,JOB8,Analyst,342101,2012
602,Jenna Wilson,VL3Y2W3Z,University of Florida,Tampa,Electrical Engineering,DEPT8,12/27/1982,no,JOB3,Administrator,345676,2013
602,Jenna Wilson,VL3Y2W3Z,University of Florida,Tampa,Electrical Engineering,DEPT8,12/27/1982,no,JOB6,Researcher,435514,2021
603,Jacqueline Davenport,W4IF601B,University of Texas,Dallas,Mechanical Engineering,DEPT10,04/13/1965,no,JOB2,Lecturer,401785,2016
